IndustryCode,InternalRating,LoanAmount,OutstandingBalance,OriginationDate,MaturityDate,CreditFacilityType,AML_Flag,FraudRiskScore,KYC_ComplianceScore,SanctionsCheckFlag,ExposureLimitBreached,FlaggedReason,RemediationAction
2,4,5919432,1355103,2021-03-02,2030-12-11,1,0,10,92,0,1,5,4
4,0,463198,361032,2024-04-24,2030-09-10,1,0,9,61,0,0,5,4
3,1,5550245,4533866,2024-09-06,2029-12-21,0,0,3,85,0,1,5,4
2,5,1233045,585938,2020-05-25,2033-09-28,0,1,5,50,0,0,5,4
3,3,742740,441662,2021-05-31,2029-10-18,3,0,8,87,0,0,3,0
3,2,2399211,2190624,2022-06-11,2033-04-09,3,1,2,52,0,0,1,3
5,2,8691109,674576,2022-05-11,2035-02-10,3,0,1,61,0,1,0,3
1,0,570374,192256,2025-03-18,2026-09-07,3,0,6,80,0,0,5,4
3,2,1108009,451926,2021-11-10,2029-04-24,1,0,7,95,0,0,5,4
0,3,700385,356471,2021-07-19,2027-08-07,3,0,9,95,0,0,0,3
4,7,1470065,1417683,2024-10-29,2033-08-30,0,0,0,56,0,1,5,4
1,2,870760,108375,2020-06-16,2028-04-30,1,0,8,81,0,0,5,4
3,3,5657675,3690982,2023-12-26,2034-04-17,3,0,3,51,0,0,5,4
0,5,8045391,7746023,2023-01-05,2025-08-17,2,0,4,93,0,0,5,4
2,7,6605057,625458,2021-02-11,2034-01-30,2,0,8,89,0,0,5,4
4,3,4988946,867929,2020-06-10,2030-02-16,2,0,1,82,0,0,5,4
4,1,3382749,492063,2023-10-01,2033-01-02,3,0,6,74,0,1,1,3
4,2,4634090,278683,2022-02-16,2029-06-20,2,0,0,60,0,0,5,4
1,5,3476062,3368289,2024-04-06,2028-07-27,0,0,8,69,0,0,1,3
5,3,2978092,1762222,2020-05-03,2031-10-30,3,0,9,64,0,1,4,1
5,1,8833471,7510251,2024-07-02,2027-10-25,3,0,1,78,0,0,0,3
0,5,9602425,7313673,2022-06-08,2030-11-22,0,0,3,52,0,0,5,4
2,2,7498590,323572,2021-03-27,2026-08-13,2,0,6,84,0,0,5,4
3,2,1998463,224172,2021-02-26,2028-03-29,1,0,7,76,0,0,5,4
1,3,3659797,478741,2024-09-19,2029-10-22,3,0,7,78,0,0,5,4
4,7,1130083,374894,2023-12-14,2030-12-08,1,0,1,84,0,0,5,4
2,3,3598258,1926013,2024-08-21,2026-09-25,3,0,6,78,0,0,3,0
2,3,906276,701424,2022-01-11,2033-07-17,2,0,4,53,0,0,5,4
1,6,8377921,7674925,2023-10-01,2027-12-01,3,0,3,53,0,0,5,4
2,6,5421603,5355527,2023-11-02,2031-03-05,1,0,4,82,0,0,5,4
1,4,6232287,1081353,2024-12-22,2029-07-01,2,0,7,95,0,0,5,4
0,1,5100208,734334,2023-01-10,2030-12-23,1,0,6,75,0,0,2,3
5,5,4150256,3914235,2022-08-25,2025-08-26,3,0,1,54,0,0,5,4
5,1,306900,138989,2022-07-23,2031-12-21,1,0,7,89,0,0,4,0
3,1,8113129,3595796,2023-07-08,2028-10-15,3,0,2,66,0,0,4,2
1,3,7643572,3885679,2022-09-12,2034-04-02,3,0,10,87,0,0,5,4
1,1,7838360,2944440,2021-03-02,2032-03-05,1,0,3,84,0,0,4,3
1,2,4150827,463922,2021-07-23,2025-11-21,3,0,2,82,0,0,5,4
0,4,7312325,6011553,2025-02-08,2034-07-02,0,0,10,93,0,1,5,4
0,7,7836715,7633547,2020-09-26,2029-08-19,3,0,0,74,0,0,1,3
2,0,1903824,1740982,2020-12-18,2025-09-15,2,0,6,82,0,0,5,4
5,3,6542897,1480650,2022-04-11,2030-05-24,1,0,2,77,0,0,5,4
4,7,1945725,1044151,2020-04-29,2026-06-29,0,0,7,91,0,0,5,4
0,1,7244629,2463364,2020-09-01,2030-05-14,1,0,0,95,0,1,5,4
1,4,6595128,5929615,2024-07-24,2025-03-28,0,0,3,68,0,0,5,4
4,0,3713519,2011730,2021-11-09,2030-12-13,0,0,4,76,0,0,5,4
0,6,4519994,2639535,2020-11-25,2033-03-28,3,0,1,67,1,0,5,4
2,6,9388491,4537929,2020-11-04,2030-02-25,2,0,0,81,0,0,5,4
1,1,1011415,57895,2022-03-28,2032-06-05,1,0,7,95,0,0,5,4
4,7,4029437,3582152,2021-11-01,2034-02-04,2,0,8,81,0,0,5,4
5,1,5576669,1777979,2022-04-24,2034-11-11,1,0,0,59,0,0,1,3
0,4,7646833,6366759,2022-03-13,2030-03-13,2,0,7,67,0,0,5,4
2,4,2394712,480234,2020-11-19,2030-04-25,1,0,9,82,0,0,5,4
0,2,8847192,3776010,2023-11-07,2029-04-01,3,0,2,79,0,0,1,2
5,5,7244385,4530402,2024-02-04,2026-07-01,3,1,2,83,0,0,5,4
5,1,6969656,1977341,2021-09-23,2034-03-23,2,0,5,82,0,0,5,4
1,7,858969,268007,2023-07-02,2032-06-12,0,0,4,68,0,0,5,4
3,3,7498577,52555,2024-07-13,2029-12-28,3,0,5,96,0,0,5,4
4,2,7253275,5975144,2021-09-30,2033-07-13,0,0,3,88,0,0,3,2
2,2,5004801,2196280,2022-12-31,2027-10-18,0,0,10,90,0,0,0,0
5,1,3870520,705930,2022-06-10,2032-12-25,2,1,1,77,0,0,2,3
5,7,5073004,3382807,2024-05-08,2034-07-10,0,0,4,98,0,0,5,4
2,6,5822847,5357269,2021-02-24,2026-12-28,1,0,1,98,0,1,5,4
2,5,9632034,5700427,2020-09-09,2031-12-20,0,0,3,66,0,1,2,1
2,6,8617063,1935105,2024-01-10,2034-06-27,2,1,4,97,0,0,5,4
0,4,1540030,1122674,2022-07-02,2027-06-10,2,0,5,95,0,1,5,4
5,7,6168390,1926907,2022-03-11,2032-09-26,1,1,0,64,0,0,5,4
1,3,6859947,1922980,2020-06-04,2033-03-26,2,0,10,61,0,0,5,4
5,0,490972,239277,2022-12-27,2027-09-10,3,0,8,77,0,0,5,4
5,7,3431207,3187413,2021-04-09,2034-01-06,1,0,0,82,0,0,5,4
1,1,9878368,1031985,2024-02-01,2029-02-12,3,1,2,57,0,0,2,2
5,2,7063957,5650408,2022-01-23,2029-06-13,1,0,9,61,1,0,5,4
4,2,3190359,2597709,2022-08-21,2027-05-11,3,0,7,67,0,0,5,4
3,4,1830029,1775766,2023-02-02,2026-01-10,0,0,1,69,0,0,5,4
2,7,256192,24718,2025-02-28,2033-09-15,3,0,1,78,0,0,5,4
4,6,1919790,1237415,2022-06-29,2028-07-21,0,0,1,91,0,0,1,3
4,7,115545,27289,2023-07-26,2033-05-28,2,1,7,76,0,0,5,4
2,3,3107166,1355561,2023-06-23,2030-04-02,3,0,7,55,0,0,4,2
0,3,5611924,3363496,2023-12-06,2029-04-18,3,0,7,80,1,0,3,0
1,5,2155397,942336,2021-01-14,2028-02-12,2,0,1,75,0,0,5,4
4,3,6891009,2780861,2020-10-12,2027-12-10,0,0,7,81,0,0,5,4
0,5,7604308,1015346,2022-07-10,2028-12-06,1,0,5,56,0,0,2,2
5,7,194355,79321,2021-08-06,2028-09-17,0,0,3,92,0,0,5,4
4,3,3405490,480129,2024-01-10,2030-11-21,3,0,6,50,0,0,0,2
4,5,5532180,585975,2023-07-09,2031-08-29,2,1,4,88,0,0,3,3
4,3,9533990,3549598,2024-07-23,2027-08-13,2,0,6,63,0,0,5,4
0,4,7637173,1781766,2022-06-23,2032-01-09,0,0,10,95,0,0,3,1
0,0,9672748,7628867,2022-04-05,2028-09-13,1,0,10,83,0,0,5,4
0,7,3615637,1114880,2020-04-15,2030-06-30,3,0,8,77,0,0,0,0
4,2,1213771,332192,2023-02-16,2031-08-04,0,0,9,78,0,0,5,4
1,4,9199314,5471050,2021-10-28,2034-12-03,3,0,10,83,0,0,0,0
3,3,6226030,172259,2022-07-28,2032-05-09,1,0,0,56,0,1,5,4
1,0,4266846,2661870,2025-02-16,2026-10-18,1,0,8,60,0,0,5,4
3,1,2355260,1868241,2022-05-11,2029-04-20,3,0,4,100,0,1,1,2
1,1,9880685,8879499,2023-12-01,2033-01-27,2,0,10,89,1,0,5,4
4,3,2953362,1905944,2021-01-11,2028-06-02,0,0,10,83,0,0,5,4
4,3,9636164,380158,2025-03-22,2030-05-16,3,0,1,74,0,1,4,2
5,5,5083051,3950435,2021-07-21,2031-04-13,3,0,5,88,0,0,1,2
2,3,1733342,116944,2021-11-04,2031-11-17,0,0,8,59,0,0,5,4
3,1,102576,75171,2024-12-12,2027-05-08,0,1,4,79,0,0,3,1
5,7,8216576,5533677,2023-07-05,2030-04-07,2,0,2,100,0,0,5,4
0,4,8174063,2955787,2022-04-08,2026-07-14,0,0,6,54,0,0,5,4
4,6,7991230,1936445,2025-01-04,2033-12-07,1,0,9,100,0,0,5,4
3,3,6976393,3198417,2024-07-24,2032-03-14,3,0,2,84,0,0,5,4
3,2,7682294,2490848,2021-06-17,2029-09-24,0,0,4,56,0,0,5,4
1,1,3711046,2320764,2021-05-15,2029-06-01,0,0,9,51,0,0,5,4
2,2,1187379,634695,2025-01-02,2030-07-15,1,0,8,63,0,0,5,4
1,4,3331114,653555,2022-11-13,2032-04-19,1,0,5,67,0,0,5,4
5,1,3688178,722366,2021-09-14,2027-08-26,3,0,3,97,0,0,5,4
4,4,218874,152145,2020-07-09,2026-04-04,1,0,8,67,0,0,5,4
5,6,3585929,2026100,2021-09-10,2032-01-23,2,0,7,63,0,0,5,4
0,6,1930849,960061,2020-12-17,2025-08-23,0,0,2,87,0,0,4,0
3,4,9963124,7508188,2020-04-08,2031-01-17,0,0,0,74,1,0,5,4
2,4,4726502,2722065,2023-12-23,2025-12-18,2,0,4,53,0,1,5,4
2,7,5528478,1144591,2024-04-03,2034-08-11,0,0,7,82,0,1,5,4
4,2,1682575,77623,2023-08-09,2031-01-28,3,0,0,88,0,0,5,4
1,0,497518,408023,2023-01-18,2025-04-11,2,0,0,54,0,0,1,3
3,7,466460,123934,2023-01-12,2027-12-20,1,0,8,51,1,0,4,0
0,4,6954221,943631,2023-09-11,2029-07-20,2,0,4,59,1,0,5,4
0,7,2523968,41755,2024-03-28,2029-05-30,0,0,7,75,0,0,4,1
5,6,3890439,458211,2024-01-14,2034-04-24,3,0,4,92,0,0,5,4
2,7,7699044,2309928,2023-01-06,2029-09-25,3,0,8,85,0,0,0,3
2,6,7214915,3393655,2023-01-01,2031-03-31,0,0,10,77,0,1,5,4
2,3,2963570,597652,2023-03-23,2026-07-27,3,0,4,54,0,0,0,0
4,3,1870031,1819597,2024-10-09,2033-08-01,0,0,7,60,0,0,5,4
2,4,2397077,996523,2023-10-31,2026-12-12,2,0,8,66,0,0,5,4
4,7,6575088,1933466,2021-07-26,2032-08-14,2,0,7,69,0,0,5,4
3,3,562423,263726,2024-11-08,2033-06-14,1,0,0,99,0,0,1,2
4,5,4232874,2604432,2024-08-29,2025-08-27,1,0,6,58,0,0,5,4
1,7,5571106,369313,2024-12-20,2031-09-03,2,0,8,50,0,0,4,0
5,2,4994020,3620741,2024-02-06,2029-01-06,2,1,10,70,0,0,5,4
3,4,4757454,958017,2024-06-21,2030-12-19,3,0,7,60,0,0,5,4
1,7,3660271,2531895,2023-05-21,2028-06-05,0,0,3,72,0,1,5,4
3,0,5651889,4203339,2022-10-07,2033-11-20,2,0,3,96,0,0,5,4
5,6,2328495,1526868,2020-09-21,2026-07-20,2,0,5,71,0,0,5,4
0,3,6219232,1300995,2022-11-13,2030-02-11,1,0,8,87,0,1,5,4
5,1,7579569,6649288,2022-11-10,2025-05-30,1,0,5,59,0,0,5,4
1,1,6294075,557220,2024-09-21,2031-02-15,1,0,10,51,0,0,5,4
3,6,3255894,819682,2020-03-29,2033-05-15,1,0,9,54,0,0,2,2
3,7,5688311,3711967,2024-05-28,2027-08-07,2,0,2,76,0,1,5,4
4,3,3961146,2390294,2022-09-08,2031-03-08,0,0,10,72,0,0,5,4
4,5,3991328,957620,2023-10-30,2033-10-13,3,0,6,65,0,0,5,4
1,6,3107954,531253,2020-11-13,2029-07-11,2,0,6,83,0,0,5,4
4,4,7282357,2884530,2024-12-23,2033-04-12,3,1,9,95,0,1,3,3
0,6,216819,129740,2023-06-26,2031-01-11,0,0,3,72,0,0,5,4
2,1,8410321,4603027,2024-11-19,2028-03-06,1,0,1,73,0,0,4,2
1,2,3961666,132283,2024-07-26,2031-07-01,2,0,4,98,0,0,5,4
4,1,1671768,540917,2024-02-23,2028-12-31,0,0,8,95,0,0,5,4
1,6,406236,208088,2021-02-15,2026-03-10,1,0,2,60,0,0,5,4
3,1,5922403,102020,2022-03-27,2031-09-26,0,1,2,86,0,0,5,4
1,0,3607309,2937702,2022-02-17,2031-12-31,2,0,1,81,0,0,0,2
3,0,9712999,846779,2021-08-05,2026-08-12,0,0,6,76,1,0,0,2
4,3,7665043,3807278,2023-09-21,2028-05-24,3,0,9,58,0,0,5,4
3,0,4576981,535945,2021-09-28,2033-12-18,2,0,6,79,0,1,5,4
0,3,2151198,1238530,2022-05-19,2034-12-23,0,0,6,62,0,0,5,4
0,4,8208014,5773979,2022-04-06,2029-04-16,2,1,9,99,0,1,5,4
2,3,2819118,173748,2020-06-14,2031-10-03,0,0,10,60,0,1,5,4
2,5,7686032,7479176,2024-06-16,2025-08-18,1,0,1,63,0,0,0,1
2,0,9977492,3374498,2022-05-18,2028-09-03,3,0,5,93,0,0,5,4
0,2,6246001,2106505,2024-12-20,2026-07-25,3,0,6,82,0,1,5,4
1,3,496280,253716,2020-11-24,2032-12-31,3,0,5,70,1,0,5,4
1,7,9672155,2244124,2023-04-17,2025-12-11,3,0,10,94,0,0,5,4
1,7,9324787,6866531,2020-08-12,2030-01-11,1,0,3,86,0,0,5,4
1,6,9734972,9214742,2020-05-07,2033-06-06,0,0,6,92,0,0,5,4
1,5,2391024,2199466,2023-08-25,2028-01-28,2,0,4,78,0,0,5,4
1,4,1031412,693300,2021-05-23,2027-06-24,2,0,8,84,0,0,5,4
1,6,5019749,2222182,2023-09-04,2031-04-23,0,0,0,68,0,0,5,4
2,3,6057101,5783782,2021-11-29,2025-04-29,1,0,5,64,0,0,3,1
1,0,3539764,3075265,2024-03-20,2034-08-07,2,0,6,62,0,0,5,4
4,6,3465491,3111163,2022-10-17,2028-03-10,0,0,6,73,0,0,5,4
2,2,2221236,417197,2021-07-07,2029-02-27,2,0,5,57,0,0,5,4
2,5,9958543,1647674,2023-11-03,2030-01-14,0,0,0,55,0,0,5,4
4,6,5041418,4270634,2021-02-07,2026-09-19,2,0,0,79,0,0,1,3
5,4,4466460,82993,2021-01-06,2029-06-24,1,1,4,93,0,0,5,4
0,6,711869,495349,2021-08-18,2028-07-26,1,0,10,86,0,0,5,4
1,7,1041269,763395,2022-11-28,2030-05-04,3,0,0,72,0,0,5,4
1,7,7374136,6770610,2024-03-28,2032-11-15,2,0,3,65,1,0,5,4
3,0,3378817,2085398,2021-10-16,2030-11-01,1,0,10,73,0,0,5,4
3,0,6085964,1455409,2023-07-29,2028-06-24,3,0,9,91,0,0,2,2
1,2,6727335,4227070,2021-03-28,2030-05-23,1,0,6,71,0,0,5,4
3,4,2131935,713771,2022-12-02,2029-05-08,0,1,1,63,0,0,0,0
1,6,9192153,8836462,2021-10-07,2027-03-27,2,0,6,86,0,0,4,3
0,2,1594150,654383,2021-08-02,2031-05-31,1,0,10,63,0,0,5,4
4,2,5108841,2978462,2023-09-03,2027-05-30,3,0,3,52,0,0,5,4
0,2,4592394,532845,2020-10-19,2029-05-16,3,0,7,100,0,0,5,4
4,6,1795100,1786220,2024-09-21,2029-07-02,3,0,1,71,0,0,5,4
4,1,6352701,4964812,2021-05-22,2033-03-09,0,0,8,81,0,0,5,4
1,4,8690843,2457934,2023-06-16,2030-09-06,1,0,9,68,0,0,5,4
1,0,7282703,3506911,2023-08-03,2031-09-26,2,0,3,95,0,0,5,4
0,7,2520784,335023,2022-06-17,2028-03-25,3,0,0,83,0,0,5,4
2,3,8617031,2346005,2022-03-15,2033-07-14,3,0,8,58,0,0,5,4
2,7,8859549,4714363,2021-02-16,2025-11-06,0,0,1,53,0,0,5,4
4,5,1961971,1554614,2020-12-24,2025-10-17,0,1,7,71,0,1,3,0
5,0,7201798,5269341,2023-06-13,2027-04-18,2,0,3,86,0,0,5,4
1,5,1917916,1389836,2021-02-23,2026-08-08,2,0,8,70,0,0,5,4
5,0,2637614,1722930,2022-10-24,2033-08-09,1,0,9,100,0,0,1,2
3,1,3912086,2341156,2021-03-02,2030-07-19,3,0,5,60,0,0,5,4
1,0,8451335,3782846,2025-02-01,2026-06-17,3,0,6,59,0,0,5,4
4,7,4555902,1499774,2020-07-30,2026-03-08,1,0,8,71,0,1,5,4
5,3,6381332,5531356,2021-12-14,2034-02-20,3,0,10,73,0,0,5,4
4,7,6211509,4902976,2021-02-03,2031-05-24,0,1,8,71,0,0,5,4
2,2,5367419,4410069,2025-02-09,2031-11-23,2,0,1,74,0,0,5,4
1,2,9247277,4189280,2020-08-28,2034-02-19,0,0,9,66,0,0,3,0
1,5,6587054,1405347,2021-04-18,2029-12-11,0,0,6,86,0,0,0,3
1,6,3323306,3237055,2020-10-25,2029-04-08,3,0,3,62,0,1,5,4
1,2,5258031,4111183,2022-04-21,2026-08-10,1,1,7,97,0,0,3,3
3,6,6289510,2189443,2023-03-30,2031-03-08,3,0,2,77,1,1,5,4
1,6,5159689,3945197,2022-04-25,2030-06-19,3,0,3,83,0,0,3,2
0,2,580044,442107,2023-03-24,2027-12-02,1,0,6,88,0,0,0,2
4,4,7202445,4078134,2023-09-11,2031-07-04,0,0,2,61,0,1,2,1
3,2,9666114,9221531,2021-11-10,2028-07-08,0,0,9,94,0,0,5,4
1,6,1860742,1751843,2024-10-23,2030-07-27,3,0,0,95,0,0,2,3
2,5,7795240,3720447,2024-12-15,2030-09-15,3,0,3,92,0,0,5,4
2,5,5127449,1489510,2022-09-14,2025-08-21,0,0,9,76,0,0,0,0
0,7,8114158,4485748,2021-01-20,2027-11-19,0,0,4,56,0,0,5,4
0,0,568686,177917,2024-07-16,2026-03-26,3,0,4,66,0,1,1,3
5,6,4482396,2894600,2024-06-26,2033-08-29,2,0,6,93,0,0,5,4
4,0,5149100,342487,2021-07-20,2034-12-17,0,0,2,81,0,0,5,4
2,1,5233018,1304149,2024-05-10,2025-08-15,0,0,8,85,0,0,5,4
2,1,9896362,3359080,2020-08-06,2029-10-02,2,0,1,57,0,0,5,4
3,4,4712065,1344647,2022-05-31,2032-06-21,0,0,8,62,0,0,5,4
0,5,494257,357749,2024-07-03,2030-02-15,2,0,4,100,0,1,5,4
1,1,5372846,3258406,2020-08-22,2034-09-11,1,0,3,100,0,0,5,4
0,3,1751224,1497280,2020-12-13,2031-09-07,0,0,2,62,1,0,5,4
3,1,7143791,879556,2025-01-23,2032-06-03,2,0,2,62,0,1,5,4
4,5,3185170,974180,2024-07-29,2030-04-02,1,0,4,54,0,0,5,4
0,3,3223020,1867563,2021-12-11,2030-07-10,0,0,3,100,0,0,4,3
0,7,6314688,6247701,2024-10-02,2026-08-19,2,0,5,99,0,0,4,3
3,0,9851520,3297253,2020-10-28,2025-12-21,0,0,1,96,0,0,3,2
2,4,765755,555668,2023-05-24,2030-02-08,0,0,5,81,0,0,5,4
1,4,4778895,4160177,2022-08-10,2033-12-15,3,0,6,86,0,0,5,4
2,5,5606750,131748,2024-07-19,2027-03-04,1,0,9,90,0,0,5,4
1,2,9443363,2428878,2024-11-09,2032-01-04,0,1,8,92,0,0,5,4
3,2,9032482,2473383,2021-02-19,2027-02-03,3,0,0,82,0,0,5,4
5,0,1679578,415451,2021-05-15,2026-10-22,2,0,9,86,0,0,5,4
4,2,7675984,5138736,2021-09-27,2032-02-27,2,0,3,58,0,1,4,3
4,0,2846724,727760,2023-02-05,2033-01-22,1,1,4,100,0,0,2,3
4,6,7960893,6860342,2020-11-12,2031-09-02,1,0,1,56,0,0,5,4
1,1,4485605,716404,2021-07-16,2031-10-15,3,0,3,64,0,0,5,4
0,7,8173556,3627145,2025-02-20,2034-01-14,2,0,3,90,0,0,5,4
5,5,7531986,6386064,2024-01-09,2033-03-12,3,0,4,58,0,0,3,2
0,3,9064177,562116,2021-07-13,2028-09-28,0,0,0,82,0,0,2,2
4,1,983399,381111,2022-07-23,2034-12-13,2,0,0,53,0,1,0,2
1,0,2386573,1814868,2020-04-18,2034-02-10,2,1,4,86,0,0,5,4
3,1,8176669,5404694,2021-04-22,2032-09-11,2,0,6,50,0,0,5,4
4,3,6421853,4445923,2022-04-13,2033-10-31,1,0,5,99,1,0,2,0
3,0,1358699,245400,2020-04-22,2031-05-06,1,0,8,55,0,0,5,4
5,2,8942365,542027,2023-04-17,2028-01-05,3,0,2,79,0,0,5,4
5,6,2896288,234255,2024-05-21,2033-09-19,2,0,4,75,0,0,5,4
1,5,6480197,3128432,2023-10-29,2030-04-21,3,0,10,76,0,0,5,4
5,7,6489964,2246647,2023-06-21,2025-08-05,1,0,7,94,0,0,5,4
0,6,603687,48041,2023-10-11,2032-09-28,2,0,2,87,0,0,3,1
0,6,7117933,4352689,2022-07-19,2026-12-22,0,0,8,76,0,0,1,3
1,4,6258384,2374039,2023-10-06,2027-09-04,3,0,3,86,0,0,5,4
5,0,245983,117012,2025-03-02,2028-06-06,1,0,5,91,0,0,5,4
3,0,6430308,4379833,2022-05-15,2029-04-24,3,0,10,54,0,0,5,4
4,2,2393690,2147118,2024-09-25,2034-03-02,3,0,5,65,0,0,5,4
2,5,5331325,4310469,2022-01-24,2026-12-03,0,0,6,82,0,1,2,3
1,7,2145690,789332,2024-12-20,2028-12-07,0,1,4,75,0,0,2,2
2,0,6170731,3350414,2024-10-06,2029-01-18,0,0,2,69,0,0,5,4
2,3,6242280,6164362,2020-07-02,2027-10-29,1,0,2,97,0,0,5,4
3,0,5949953,5243467,2020-10-05,2027-06-22,0,0,9,58,0,1,0,1
2,4,6067885,3886273,2020-07-05,2025-05-13,3,1,4,81,0,0,5,4
2,3,7867971,4153090,2023-11-24,2028-10-08,2,1,0,89,0,0,5,4
5,6,6374578,6073617,2024-12-06,2034-06-09,1,0,5,51,0,0,3,3
3,5,6741637,4630979,2023-07-15,2027-12-07,2,0,4,98,0,0,5,4
3,6,7162741,379479,2022-12-25,2034-09-05,0,0,1,90,0,0,5,4
5,6,3283901,2217660,2022-01-31,2033-11-21,2,0,0,57,0,0,5,4
0,6,185895,158781,2022-07-09,2031-09-17,1,0,9,89,0,0,5,4
0,6,5904823,2365149,2024-12-24,2026-03-04,2,0,5,96,1,0,5,4
4,3,2398687,1309757,2024-04-15,2029-09-12,1,0,0,76,0,0,5,4
3,1,9327131,7079662,2023-06-19,2034-06-26,2,0,5,96,0,0,5,4
4,3,4498135,2030827,2024-07-03,2035-01-19,1,0,4,64,0,0,5,4
3,2,9665976,2093991,2024-04-16,2029-06-10,1,0,5,55,0,0,5,4
3,0,4489549,2211955,2023-08-25,2032-04-08,3,0,9,76,0,0,0,1
1,3,9188598,5825650,2025-01-25,2030-10-05,2,0,5,98,0,0,1,1
0,1,4197137,1127660,2020-10-25,2033-06-07,2,0,1,74,0,0,0,3
3,3,6915375,3707486,2024-02-02,2028-05-15,1,0,10,96,0,0,5,4
1,1,6702237,960410,2024-02-17,2026-07-18,3,0,2,51,0,1,5,4
2,5,7004772,6778021,2021-12-03,2033-03-30,0,0,2,65,0,0,3,0
1,1,5134576,138447,2021-08-18,2026-05-04,0,0,9,55,0,0,5,4
4,3,6702612,23758,2020-09-20,2029-06-26,1,0,8,55,0,0,5,4
1,5,176600,140897,2022-02-10,2031-07-12,3,0,8,88,0,0,5,4
2,2,9250603,7739022,2022-04-04,2028-06-18,0,0,6,88,0,0,5,4
3,0,6090023,5351906,2021-04-26,2031-04-24,0,0,5,70,0,0,0,1
4,6,1503917,1203328,2022-10-13,2032-08-07,0,0,5,52,0,0,5,4
1,3,706898,385252,2023-09-19,2032-04-04,2,0,9,59,0,1,5,4
0,4,7559958,5266741,2025-01-03,2032-11-05,3,0,1,58,1,0,5,4
0,1,5615694,2449676,2024-07-21,2029-05-08,2,0,1,65,0,1,5,4
5,0,2974049,2721977,2021-10-06,2035-02-09,2,0,9,66,0,0,5,4
0,5,8579350,2467347,2021-03-18,2028-03-08,3,0,4,78,0,0,5,4
0,5,4206439,4092976,2024-03-15,2034-11-10,3,0,10,56,0,0,5,4
0,1,3998590,1180397,2022-10-24,2030-06-16,0,0,10,75,0,0,5,4
2,3,1840877,1823247,2022-05-09,2033-02-23,1,0,3,85,0,0,5,4
4,0,8284115,3647144,2021-12-12,2031-12-18,1,0,4,100,0,0,1,1
5,1,6473677,6248232,2020-09-01,2031-09-04,1,0,3,50,1,0,5,4
0,0,7704581,5018062,2022-10-30,2029-12-23,1,1,10,100,0,0,5,4
5,5,3985542,144918,2021-08-15,2032-12-08,3,0,5,55,0,0,5,4
5,1,5570271,2505668,2021-04-12,2030-08-23,2,0,8,56,0,0,5,4
5,7,8108603,55864,2020-08-22,2030-02-13,0,0,4,77,0,0,4,0
1,4,7540368,4556945,2024-04-18,2029-07-14,1,0,9,59,0,0,5,4
3,3,5204966,514866,2020-12-22,2030-08-15,0,0,10,53,0,0,5,4
0,6,1943498,1157401,2022-04-11,2028-01-31,1,1,5,71,0,0,2,3
0,7,5001544,4749888,2022-03-30,2031-07-17,2,0,7,98,0,0,2,2
0,1,3842475,3643530,2024-01-14,2026-06-29,1,1,8,79,0,1,5,4
3,0,5887949,4592412,2021-09-24,2032-04-16,0,0,9,93,0,0,1,3
3,4,613810,105212,2020-07-11,2031-10-04,0,0,6,98,0,0,5,4
5,5,4884640,1223649,2021-09-15,2025-04-17,3,0,3,66,1,1,4,1
3,3,6616725,3634826,2021-04-23,2029-07-09,2,0,0,100,0,0,5,4
5,0,555347,119619,2024-08-03,2025-05-27,2,0,8,64,0,0,2,1
3,5,1575880,842709,2022-12-03,2029-04-28,3,0,8,85,0,0,5,4
1,0,5101089,1531521,2023-05-12,2032-09-29,0,0,10,84,0,0,5,4
2,7,5326421,4780978,2020-11-12,2032-10-16,1,0,7,72,0,0,5,4
4,0,1758255,47923,2024-04-05,2026-08-21,2,0,6,92,0,0,5,4
2,5,2294558,724581,2021-06-30,2034-06-29,1,0,3,87,0,0,5,4
2,3,6124230,1928507,2023-07-20,2025-07-21,0,0,3,81,0,1,5,4
4,5,9448380,4223877,2020-07-18,2034-04-03,0,0,6,61,0,0,5,4
2,5,3978149,182094,2024-12-16,2033-12-22,1,0,2,97,0,1,3,0
1,7,7353218,686492,2024-06-04,2027-03-23,3,0,1,97,0,0,5,4
4,3,1400940,1357501,2022-04-13,2031-12-21,1,0,2,50,0,0,5,4
1,4,6323778,4864603,2024-11-13,2031-06-26,1,0,10,72,0,0,5,4
4,7,6060141,4691182,2023-09-18,2030-08-16,1,0,2,87,0,0,5,4
2,3,9496290,3864623,2021-04-07,2029-04-26,2,0,2,63,0,1,5,4
5,7,3404593,2263131,2025-01-15,2033-12-27,3,0,1,96,0,0,5,4
3,0,3786028,3223666,2021-02-11,2031-07-02,3,0,10,84,0,0,5,4
3,3,5472985,4166872,2021-12-31,2025-08-03,3,0,1,82,0,0,5,4
0,5,6524072,1731069,2023-04-11,2028-11-06,0,0,4,67,0,0,3,2
4,4,342979,210587,2023-01-04,2026-03-14,2,0,7,98,0,0,5,4
2,3,5041594,203612,2023-01-17,2034-10-02,0,0,4,78,0,0,1,3
5,7,4162567,3362933,2021-10-08,2030-09-06,1,0,8,73,0,0,0,2
4,6,7145564,2202129,2021-08-10,2026-08-23,1,0,5,92,0,0,4,3
0,2,8516654,4201506,2023-03-03,2028-04-13,0,0,10,74,0,0,5,4
2,0,299602,110949,2020-11-01,2029-06-06,0,0,8,77,0,0,5,4
2,7,2083675,1163791,2024-06-08,2033-04-14,3,0,3,61,0,0,5,4
